Person,Partei,"Region (BVV, WK2, WK4, WK5)",Fragenummer,"Zustimmungsaussage (ja = zustimmung, nein = nicht Zustimmung, 0 = neutral)",Begründung
Marlene Heihsel,FDP,BVV,18,ja,Die kostenlose Inanspruchnahme öffentlichen Raumes zu Werbezwecken lehnen wir ab. Dies ist jedoch nicht als allgemeine Aussage gegen Werbung zu verstehen.
Marlene Heihsel,FDP,BVV,19,ja,"Es muss genau geprüft werden, welche Grundstücke für Neu- und Anbauten geeignet sind, zusätzlich muss bei Wohnneubauten darauf geachtet werden, dass auch in die dafür notwendige Infrastruktur, u. a. Schul- u. Kitaplätze, investiert wird."
Marlene Heihsel,FDP,BVV,20,neutral,"Modularbauten sind kurzfristig die einzige Lösung, um in Friedrichshain das Missverhältnis Schüler - Schulplätze auszugleichen, da der Bau von festen Schulgebäuden zwischen 5 und 10 Jahren dauert. Auf lange Frist sind natürlich feste Schulgebäude essentiell für ein gutes Lernklima."
Marlene Heihsel,FDP,BVV,21,neutral,"Grundsätzlich haben Jugend- und Bildungseinrichtungen Priorität. Allerdings muss hier auch pragmatisch, nach Augenmaß und einzelfallorientiert vorgegangen werden, eine pauschale Aussage diesbezüglich lehnen wir ab."
Marlene Heihsel,FDP,BVV,22,nein,Öffentliche Plätze sollen gegen eine Nutzungsgebühr auch kommerziell genutzt werden dürfen. Dies stellt auch eine Einnahmequelle für den Bezirk dar.
Marlene Heihsel,FDP,BVV,23,neutral,"Der Bau von Schulen ist dringend notwendig. Allerdings ist der Neubau von Schulen auch abhängig von der Schuldichte in der nächsten Umgebung. Darüber hinaus braucht unser Bezirk auch dringend Wohnungsneubau. Bei der Vergabe von Bauland und -recht befürworten wir deshalb eine pragmatische, einzefallorientierte Vorgehensweise nach Augenmaß. Eine pauschale Regelung lehnen wir ab."
Marlene Heihsel,FDP,BVV,24,neutral,"Die Aufgabe rund um die Rigaer94 muss sein, unter Vermittlung an einem verbindlichen Deeskalationskonzept zu arbeiten. Dafür müssen Gespräche mit allen Beteiligten geführt werden. Ein Deeskalationskonzept dient dem Ziel, die Gesamtsituation zu befrieden: Anwohner haben ein Recht auf friedliches Leben und Wohnen. Die Tolerierung von linksextremen und -extremistischen Gewaltausbrüchen lehnen wir allerdings strikt ab. Wir stehen zu dem Grundsatz, dass das Gewaltmonopol beim Staat liegen muss."
Marlene Heihsel,FDP,BVV,25,neutral,"Die Beurteilung dieser Frage ist nicht Aufgabe der Politik, sondern der Justiz, die über Recht- oder Unrechtmäßigkeit der Vorgänge entscheidet."
Marlene Heihsel,FDP,BVV,26,neutral,"Die Beurteilung dieser Frage ist nicht Aufgabe der Politik, sondern der Justiz, die über Recht- oder Unrechtmäßigkeit der Vorgänge entscheidet. Hier liegt auch die Entscheidung über mögliche Entschädigungen."
Marlene Heihsel,FDP,BVV,27,ja,"Grundsätzlich sind wir der Meinung, dass in einem Rechtsstaat niemand schikaniert wird bzw. schikaniert werden darf. Wird Schikane vermutet, befürworten wir rechtliche Schritte. Davon abgesehen lehnen wir jedoch jegliche Art von Extremismus und Radikalismus strikt ab."
Marlene Heihsel,FDP,BVV,28,ja,"Bezüglich der Obdachlosenbetreuung gibt es bereits viele Projekte, die unterstützenswert sind. Dies sollte auch in der Gesellschaft sichtbarer gemacht werden."
Marlene Heihsel,FDP,BVV,29,neutral,"Obdachlosen müssen ausreichend Möglichkeiten zur Körperhygiene sowie Hilfsangebote zur Beendigung der Obdachslosigkeit/Bettelei angeboten werden. Hierfür gibt es bereits zahlreiche Projekte, die unterstützenswert sind. Weitere Integrationsmaßnahmen sind denkbar. Allerdings lehnen wir es ab, Menschen dazu zu zwingen, diese Angebote auch anzunehmen. Jeder Mensch hat das Recht, sich im öffentlichen Raum aufzuhalten."
Marlene Heihsel,FDP,BVV,30,nein,"Bezahlbarer, ausreichend vorhandener Wohnraum lässt sich nur durch die Generierung weiteren Wohnraums gewährleisten. Wir fordern daher die gezielte Unterstützung von privaten Miet-Neubau-Projekten. Damit wollen wir langfristig erschwingliche Preise sicherstellen. Auch der Ausbau von Dachgeschossen und die Dachgeschossaufstockung sind notwendige Instrumente. Auch Eigentumswohnungen tragen zur Entspannung des Wohnungsmarktes bei, da sie entweder als Mietwohnung genutzt werden oder von den Eigentümern selbst bewohnt werden."
Marlene Heihsel,FDP,BVV,31,neutral,Steigenden Mieten ist durch die Generierung weiteren Wohnraums entgegen zu treten. Dies kann auch in privater Hand geschehen. Verdrängung ist nur durch die Schaffung ausreichenden Wohnraums zu verhindern. Vergleiche dazu auch Frage 32. Die Regulierung von Zuzug lehnen wir defintiv ab. Jeder Mensch soll in unserem Kiez willkommen sein.
Marlene Heihsel,FDP,BVV,32,nein,"Leerstände sind durch das ZwVbG rechtswidrig. Es liegt in der Verantwortung des Besitzers, den Leerstand zu beseitigen. Eine soziale Nutzung ist vorbildlich, liegt aber nicht in der Entscheidungsgewalt der Politik."
Marlene Heihsel,FDP,BVV,33,ja,"Wir befürworten, diese Baubedingungen frühzeitig und verbindlich im jeweiligen Bebauungsplan festzuhalten."
Marlene Heihsel,FDP,BVV,34,nein,"Eine homogene Struktur lehnen wir ab. Nur eine heterogene Bevölkerung mit guter sozialer Durchmischung sorgt für ein offenes und freundliches Gesellschaftsklima. Obligatorisch dafür ist für alle ausreichender Wohnraum. Dies muss durch schnelle, unbürokratische Baumaßnahmen, sowohl bei städtischen als auch bei privaten Bauherren, in Angriff genommen werden."
Marlene Heihsel,FDP,BVV,35,ja,Als liberale Partei befürworten wir Transparenz als Grundstein unserer Demokratie.
Marlene Heihsel,FDP,BVV,36,neutral,"Kulturgelände wie das RAW bereichern unseren Kiez und machen ihn einzigartig. Allerdings lehnen wir eine Konservierung des Geländes ab. Eine Entwicklung des Geländes, unter Einbezug der Mieter, muss grundsätzlich möglich sein."
Marlene Heihsel,FDP,BVV,37,ja,Die FDP Friedrichshain-Kreuzberg setzt sich für eine Gleichberechtigung aller Verkehrsteilnehmer ein. Hier steht insbesondere das Fahrrad noch zurück. Deshalb unterstützen wir auch den Volksentscheid Fahrrad.
Marlene Heihsel,FDP,BVV,38,ja,
Ralf Gerlich,Piraten,"BVV, WK4",1,ja,"Was reduziert werden muss, ist die Belästigung, nicht der Tourismus an sich. Wir begrüßen es, dass sich Menschen aus anderen Teilen des Landes und der Welt sich für unsere Art zu leben interessieren. Zu wenig Kontrolle bei beispielsweise der Einhaltung von Tischzahlen, den Standzeiten der Außentische und das bisherige Fehlen eines großen Signals, welches dann auch in den Reiseführern steht, sorgen für den aktuellen Unmut. Solch ein Signal könnte zum Beispiel der Nachtbürgermeister sein, der durch die Bewohner*innen des Bezirks gewählt wird und sich explizit um diese Probleme kümmern kann."
Ralf Gerlich,Piraten,"BVV, WK4",2,nein,Die Begründung folgt gemeinsam mit den anderen vorgeschlagenen Lösungsmöglichkeiten.
Ralf Gerlich,Piraten,"BVV, WK4",3,ja,Die Begründung folgt gemeinsam mit den anderen vorgeschlagenen Lösungsmöglichkeiten.
Ralf Gerlich,Piraten,"BVV, WK4",4,ja,"In den Fragen werden 3 Lösungsansätze angesprochen (Polizei, Integration, Streetworker). Keiner dieser Ansätze wird allein ausreichend sein. Im konkreten Falle von Antänzern handelt es sich um Eigentumsdelikte sowie Straftaten gegen die sexuelle Selbstbestimmung. Diesen muss entschlossen entgegengetreten werden. Der Verkauf von nach BTMG verbotenen Substanzen ist anders zu bewerten, da dieser ohne Opfer auskommt und auch unklar ist, welches Rechtsgut hier eigentlich gefährdet sein soll. 
 
 Die Einflussmöglichkeiten des Bezirks sind begrenzt, da es sich bei dem RAW-Gelände um ein Privatgrundstück handelt. Des weiteren untersteht die Polizei dem Land und nicht dem Bezirk. Mehr Geld für Integrationsmaßnahmen müssten von Land, Bund oder EU kommen und kann nicht aus dem Bezirkshaushalt genommen werden, auf jeden Fall nicht für die angesprochenen langfristigen und umfassenden Integrationsmaßnahmen.
 
 Das StGB regelt Eigentumsdelikte und Straftaten gegen die sexuelle Selbtsbestimmung. Eine Unterbindung dieser Vorfälle durch das hierzu vorgesehene Organ, d.h. die Polizei, ist sinnvoll. Wir würden es begrüßen, wenn die Polizeibeamten sich hier stärker um die Opfer kümmern könnten anstatt sinnlos die Bewohner im Friedrichshainer Nordkiez zu schikanieren.
 
 Eine mobile Wache wurde am Alexanderplatz getestet und hat sich nicht bewährt. Es ist fraglich, ob dieses Konzept an der Warschauer Straße besser funktionieren würde."
Ralf Gerlich,Piraten,"BVV, WK4",5,ja,"Die Übernahme der Kosten aus der City-Tax stellt eine Übernahme der Kosten durch die Verursacher dar. Dies Lösung ist gerechter als die Umlage der Kosten auf die Anrainer, die letztendlich über die Betriebskosten auf die jeweiligen Mieter umgelegt werden und somit zu Mietsteigerungen führt."
Ralf Gerlich,Piraten,"BVV, WK4",6,ja,"Die Frage unterstellt, dass dieses Bewusstsein bei Passanten und Gästen derzeit nicht vorhanden ist. Nach unserer Erfahrung hat die Mehrheit der Gäste dieses Bewusstsein sehr wohl; eine Steigerung dieses Bewusstseins bei der Minderheit, wo dieses noch weniger ausgeprägt ist, hat unsere Unterstützung."
Ralf Gerlich,Piraten,"BVV, WK4",7,ja,"Grundsätzlich sollten schwere Fahrzeuge wie LKW und Busse auf Hauptstraßen fahren, die für diese Fahrzeuge vorgesehen sind und nicht in Wohnstraßen. Dies gilt auch für Reisebusse. Dabei ist unerheblich, ob es sich um Fernreisebusse oder um Busse mit Zu/Ausstieg handelt. 
 Es ist wichtig, auf die Wohnfunktion eines Kiezes zu achten und die Bewohner zu respektieren und nicht als Ausstellungsobjekte oder Zootiere anzusehen. 
 Falls bestimmte Straßen übermäßig von Busverkehr betroffen sind, sind wir für eine Prüfung auf Gewichtsbeschränkung oder eine Einschränkung auf PKW- oder Anrainerverkehr offen."
Ralf Gerlich,Piraten,"BVV, WK4",8,ja,"Ferienwohnungen beschleunigen die Verdrängung aus dem Kiez. Diese Zweckentfremdung von Wohnraum führt zu Rückgang der Mietwohnungen, steigenden Mietpreisen und damit zu weiterer Verdrängung. Inzwischen gibt es ganze Häuser, die nur noch als Ferienwohnungen genutzt werden. Die Piraten Xhain werden das Bezirksamt immer wieder auffordern, konsequent gegen die Zweckentfremdung von Mietwohnraum einzuschreiten.
 
 Bereits lange bevor das Thema vom Berliner Senat aufgegriffen wurde haben sich die Piraten Xhain mit Aktionen (z.B.: https://piraten-xhain.de/2013/09/kunst-gegen-verdraengung-aktion-gegen-illegale-ferienwohnungen-in-kreuzberg/ ) und Veranstaltungen (https://piraten-xhain.de/2013/06/podiumsdiskussion-am-6-6-2013-zum-thema-mietwohnraum-statt-ferienwohnungen/ ) gegen die Zweckentfremdung von Wohnraum durch Ferienwohnungen eingesetzt."
Ralf Gerlich,Piraten,"BVV, WK4",9,ja,"Eine pauschale Aussage für den gesamten Bezirk ist nicht in unserem Sinne. Unbestritten gibt es in unserem Bezirk Areale, in denen eine weitere Verbreitung von Sitzflächen auf Gehwegen nicht wünschenswert ist, ja sogar zurückgedrängt werden sollte. Auf der anderen Seite gehört der Aufenthalt im Freien vor Restaurants zu einer Lebensqualität, die viele Bewohner nicht missen möchten und sich auch in Ihrem Wohnumfeld wünschen. Ein ausgewogenes Maß ist hier der Schlüssel, um zwischen dem Bedürfniss nach Ruhe und dem Bedürfniss nach dieser Form der Aufenthaltsqualität im Kiez einen akzeptablen Kompromiss zu finden. Ein ""Ballermann"" im Wohngebiet gehört nicht zu diesem Kompromiss."
Ralf Gerlich,Piraten,"BVV, WK4",10,ja,"Wie in allen anderen Ämtern auch, ist die Personalsituation im OA angespannt. Wir treten allgemein dafür ein, dass die Berliner Verwaltung endlich mit ausreichend Personal versorgt wird, um die von den Berlinern erwartete Leistung erbringen zu können. Bereits 2012, als der Berliner Senat trotz unübersehbarer Missstände auf Grund der Personalsituation noch auf Stellenabbau-Kurs war, haben wir durch Anträge und Aktionen eine Kursänderung und eine Anpassung der Personalsituation an die tatsächlichen Bedarfe gefordert ( http://piraten-xhain.de/2012/07/tag-des-geschlossenen-amtes/ )"
Ralf Gerlich,Piraten,"BVV, WK4",11,ja,"Die Aussage ist leider so pauschal, dass nicht ersichtlich wird, wo das Problem gesehen wird. Meine Sicht ist: Es hängen ausreichend Müllaufnahmegefäße. Der Müll wird regelmäßig abgeholt, die Frequenz ist an einigen stark frequentierten Orten zu niedrig. Der Müll wird getrennt. Teilweise wird aus Müllverbrennung Energie gewonnen. Dass Menschen ihre Altlasten einfach auf das Straßenland stellen ist schlechte Erziehung und mangelndes Umweltbewusstsein. Die Lösung wäre Bildung. 
 Die Situation in Parks muss unbedingt verbessert werden. Die Grünflächenämter alleine können den erzeugten Müll nicht vernünftig entfernen, es fehlt auch hier, wie überall in der Berliner Verwaltung das notwendige Personal. Naheliegend wäre, eine Finanzierung auf die Beine zu stellen, die es der BSR ermöglicht, diesen Job zu übernehmen. Erste Tests verlaufen vielversprechend und sollten ausgedehnt werden."
Ralf Gerlich,Piraten,"BVV, WK4",12,nein,"Nein. Denn ohne Clubcommission wird der Dialog zwischen allen Seiten extrem erschwert. Sie ist bisher das größte Bindeglied der Clubkultur zur Berliner Politik zur Verwaltung und den individuellen Anwohnerschaften, Besitzern und Bauherren und arbeitet seit nun mehr als 15 Jahren an der Akzeptanz und am Interessensausgleich. Außerdem ist ein Interessenvertretung der Clubs auch vorrangig dazu da, die Interessen der Clubs zu vertreten. Wenn sich die Meinung festigt, es wäre ein externer Konfliktvermittler notwendig, muss jemand gefunden und dann von den Parteien auch akzeptiert werden."
Ralf Gerlich,Piraten,"BVV, WK4",13,ja,"Die Piraten Xhain lehnen Monokulturen generell ab. Insofern umfasst unsere Vorstellung einer lebenswerten Gewerbelandschaft auch einen Mix von Betrieben verschiedener Branchen. Insbesondere die Reduktion von Kiezen zu Gastromeilen mit angeschlossenen Erwerbsstellen für Fremdenverkehrsbedarf deckt sich nicht mit unserer Idee von Stadtleben. Daher setzen wir uns für eine kleinteilige, inhabergeführte und diverse Gewerbelandschaft ein. Neben der Durchmischung vor Ort sollen wir auch lokale/regionale Betriebe fördern. Dazu muss es auch eine entsprechende Infrastuktur geben, zu der eine flächendeckende Breitbandversorgung gehört. Einkaufszentren und Straßenzüge mit den immergleichen internationalen Ketten entsprechen nicht unseren Ideen von einer lebenswerten Stadt."
Ralf Gerlich,Piraten,"BVV, WK4",14,ja,
Ralf Gerlich,Piraten,"BVV, WK4",15,nein,"Nach unserer Kenntnis ist für nachbarschaftsverbindende Aktivitäten keine Genehmigung erforderlich. Wir haben auf jeden Fall noch nie eine beantragt. 
 Im Zweifel für das bunte Leben, Freiheit statt Angst, und macht halt, was Ihr cool findet. Das Grundgesetz Art. 2(1) sieht das übrigens auch so."
Ralf Gerlich,Piraten,"BVV, WK4",16,neutral,"Das Ordungsamt ist zwar nicht dafür da, sich für irgendwas ""einzusetzen"", wir unterstützen aber das Anliegen, dass Genehmigungen in diesem Bereich wohlwollend geprüft und zeitnah erteilt werden."
Ralf Gerlich,Piraten,"BVV, WK4",17,ja,"Auf jeden Fall. Piraten stehen für fahrradfreundliche Kieze, Shared Spaces, neue Mobilitätsformen und den ticketfreien ÖPNV.
 
 Sinnfrei hunderte Millionen zu verpulvern, nur weil es nicht das eigene Geld ist, dabei noch den Kiez kaputt zu machen, die Frankfurter Allee in den Infarkt führen und im 21. Jahrhundert Autoverkehr fördern, gimme a break!"
Ralf Gerlich,Piraten,"BVV, WK4",18,ja,"Das Parken eines Werbe-Anhängers nicht ausschließlich zu Zwecken der Werbung ist nach StVO bis zu zwei Wochen zulässig.
 
 Abstellen eines Werbe-Anhängers ausschließlich zu Zwecken der Werbung unabhängig von der Dauer geht nur mit Sondernutzungserlaubnis
 
 Beides sind Regeln, die nicht durch den Bezirk bestimmt werden.
 
 Gefragt ist hier das Ordnungsamt, Sondernutzungserlaubnisse sollten nur restriktiv vergeben werden, da Werbeanhänger keinen besonderen Beitrag zur Lebensqualität liefern, häufig sogar als eher störend angesehen werden."
Ralf Gerlich,Piraten,"BVV, WK4",19,ja,"Ja, aber… Der Bezirk hat es lange versäumt, entsprechend der Bevölkerungsentwicklung die Bedarfe an Schulplätzen anzupassen und die notwendigen Flächen zu sichern. Da der Bezirk nicht frei über die Notwendigen Mittel verfügen kann, ist eine Enge Zusammenarbeit mit dem Land Berlin erforderlich und dort endlich eine anpassung der Mittel an die tatsächlichen Bedarfe erforderlich. Die bisher im Rahmen von SIWA bereitgestellten Mittel sind nicht ausreichend."
Ralf Gerlich,Piraten,"BVV, WK4",20,nein,"Nein. Modularbauten können reguläre Schulbauten nicht ersetzen. Sie werden häufig auf Freiflächen der bereits existierenden Schulstandorte errichtet, mehr Schüler müssen sich z.B. Schulhof, Turnhalle etc. teilen. Modularbauten sind jetzt der Rettungsanker für eine Verfehlte Politik in Bezirk und Land, für die die Schüler mit Einbußen bei der Qualität bezahlen müssen."
Ralf Gerlich,Piraten,"BVV, WK4",21,ja,"Ja, allerdings werden Jugend- und Bildungseinrichtungen meistens aus öffentlicher Hand finanziert und nicht aus privater wie bei Büros, Eigentumswohnung etc.
 Dies ist daher schwer vergleichbar. Jugend- und Bildungseinrichtungen müssen auf Grundstücken entstehen, die im Besitz von Bezirken und/oder des Landes Berlin sind (eine Anmietung privater Flächen ist für sie selten finanzierba). Davon gibt es nicht mehr viele – Eine Änderung der Liegenschaftspolitik ist nötig.
 In der Stadtentwicklung setzen wir uns für eine Ausweisung von entsprechenden Bedarfsflächen für z.B. Schlneubauten ein."
